,loss_Gen,loss_Gen_identity,loss_Gen_GAN,loss_Gen_cycle,loss_Disc
0,9.04233823115679,2.596615485523058,0.9014872529950954,5.5442354956130755,0.5177647427305289
1,7.707371979817815,2.1328747932878747,0.9450235120041751,4.629473665307486,0.4629094006725471
2,7.124968671012318,1.945844213286976,0.9524302814948907,4.226694180511463,0.4483685468224392
3,6.887667655587375,1.8727654236546163,0.9522244826746711,4.062677755169961,0.45192869145959347
4,6.620795897636814,1.771972694050247,0.9849990399699585,3.8638241605601387,0.4366440195876496
5,6.506291069012174,1.720338322858939,1.012836045684709,3.773116695916635,0.41649409933951215
6,6.376882973818228,1.690795430759976,1.0121200037603524,3.6739675315066256,0.41229458476697417
7,6.31657504981783,1.644147895265376,1.0260904498783678,3.646336703643627,0.40381368035883425
8,6.204863852289305,1.6255881819857292,1.0088525777054334,3.5704230826119074,0.39812807858756827
9,6.094817068265832,1.5774886554059595,1.0298453533890723,3.4874830525675633,0.39283369946945595
10,6.010688074346425,1.5512499256559398,1.0232935251355326,3.436144621833332,0.3886684259847281
11,5.978267813908464,1.5434452665263207,0.9999403355327592,3.434882203142146,0.3876691272952126
12,5.880120518146784,1.503620794419942,1.0116342189882335,3.364865497759972,0.3850537773607106
13,5.788897119004508,1.4736001334269007,1.0078325054274573,3.3074644861192715,0.380957277825401
14,5.766917478198232,1.463976174682334,1.0263019234620627,3.276639380644465,0.37139135104851206
15,5.658147117008512,1.4233179391324073,1.0229515397343143,3.211877642185434,0.3689349551058222
16,5.709061370081808,1.428309395306114,1.041717755863781,3.2390342208220324,0.36349275895859345
17,5.616372335439679,1.4057233714270985,1.0360848656904393,3.174564091519437,0.35744552081660264
18,5.586782336592496,1.3819770747307,1.0591191375653246,3.145686123950192,0.35378144299709186
19,5.483440107133971,1.3569887866680768,1.049912838798681,3.076538479667732,0.35444150200236524
20,5.455838175727867,1.3378879416739564,1.0642099426961553,3.0537402956024637,0.350060428317491
21,5.460794132688771,1.3339621671314896,1.0737315738207842,3.0531003911277166,0.3421837083148495
22,5.36988151198563,1.31322625257086,1.0624769727798595,2.9941782921865423,0.3437939556402809
23,5.423043424936606,1.3165112249050541,1.0774710440095039,3.02906114515336,0.3357204713221958
24,5.363846436433349,1.2966049658483652,1.0867897853858468,2.980451679301226,0.33755749255429945
25,5.282379027785568,1.2654230274271214,1.0960995328223062,2.920856463229996,0.329843048645795
26,5.312558700119716,1.2781603087013451,1.0878809524261612,2.946517434970907,0.3275659854036534
27,5.213344277827994,1.2438028004841468,1.093490368333356,2.8760511145956333,0.3314879536635704
28,5.195940100807121,1.2342217004728102,1.0963467230972856,2.8653716850673954,0.3318811029061742
29,5.172657355554458,1.2272043549406833,1.0864661567170044,2.8589868413276043,0.3296533272129719
30,5.098403013807007,1.195639246183893,1.1056038438882874,2.7971599180659075,0.32852832398292187
31,5.205608432082043,1.2200230041454578,1.1461973070953113,2.8393881214612247,0.309641702889536
32,5.15654151318134,1.2038324036072754,1.1302878983665083,2.822421206974018,0.3115357205954504
33,5.153957990692116,1.1930636239909695,1.1420810043677754,2.818813362936566,0.3133134467477004
34,5.085980447514661,1.17475983513885,1.1370920253026744,2.7741285869921524,0.306535467075399
35,5.133263970779693,1.1870193737915073,1.1550756175869676,2.7911689800658506,0.3080822230078283
36,5.073747677245419,1.1711283146977602,1.1452118857488638,2.7574074690131054,0.30557021946050056
37,5.115877968260552,1.1728235114996937,1.168025618902166,2.7750288365126727,0.2984767020414716
38,5.071334140054111,1.157377965982886,1.1772379300807012,2.7367182392766627,0.29812811029728675
39,5.0740115002713635,1.154152495080027,1.1860913915791433,2.73376761347815,0.2947754094354819
40,5.080237613088902,1.152807479944901,1.197316578962188,2.7301135560025696,0.2861998374455202
41,5.051280375542133,1.1391345083802893,1.2144035952782881,2.697742281020849,0.28677128047215983
42,5.0627347134399985,1.1376835114952326,1.2145305059381064,2.7105206918680684,0.28045441857727615
43,5.0034504728517435,1.1257727035786258,1.1984451745023792,2.6792325950276545,0.2839658807061132
44,5.0302002721283205,1.1239665500048932,1.2135056518520908,2.6927280631558648,0.28268198588697596
45,5.03305781173563,1.1094574498004284,1.2461046913730864,2.6774956765382187,0.268804122274951
46,5.03801120846704,1.1089637600321105,1.2565820195182957,2.6724654362834377,0.2690021536917589
47,5.073327985303155,1.106339534987574,1.2933196489890475,2.673668804822833,0.25794983281393713
48,4.995791494756982,1.0833376897596705,1.2781225534370992,2.6343312499405203,0.2598452607289828
49,5.048444009792322,1.1094436302356634,1.28013296363906,2.658867417961761,0.2611630218992962
50,5.027615702491829,1.0854249962534326,1.3138673515401142,2.628323360361617,0.24910146878463965
51,4.953531209496722,1.0679334871683164,1.2832343217538393,2.602363402071385,0.26132580721953313
52,4.925374491640117,1.0613783416540725,1.2908149680633774,2.5731811750417704,0.24912609209130604
53,4.981559603110603,1.0664322989276502,1.3252864177750683,2.5898408812918943,0.23880382304671854
54,4.899180779928925,1.0435604035764976,1.311572241472608,2.5440481272951954,0.24373996199487052
55,4.834254689302401,1.0317113911998326,1.3080821959176163,2.494461094957778,0.23910208258322668
56,4.899428635701604,1.0369378784071022,1.349282173716325,2.5132085883813997,0.2266708671864446
57,4.899897845788695,1.0312510405791395,1.3555577770322338,2.513089027898065,0.22256901139474433
