,loss_Gen,loss_Gen_identity,loss_Gen_GAN,loss_Gen_cycle,loss_Disc
58,4.831385850012749,1.0066621981371289,1.3458840028736097,2.478839644517141,0.22156496969420975
59,4.826877214561874,1.0109369705642002,1.364687789203613,2.451252456637158,0.2173540354975132
60,4.803233585436304,0.9955702580433378,1.3612757816218186,2.446387541615802,0.2086291266299384
61,4.787270287702466,0.9910929092224212,1.370123749395003,2.426053635898916,0.21157816846434702
62,4.802653491586402,0.9812230576818314,1.3881306591621045,2.433299770062116,0.20312987892320197
63,4.793651279480918,0.9809341732708589,1.394203837709627,2.41851326997491,0.19548232401644383
64,4.783907955733017,0.9772456544807469,1.4007504308509684,2.4059118710715195,0.19494267814458283
65,4.737364765049993,0.9592169188130563,1.3937833317886406,2.384364512013174,0.19007343997706894
66,4.750790369028094,0.9577230750799536,1.419643675291288,2.3734236220191085,0.18377986045853084
67,4.71384136412276,0.9510360015207144,1.4149129720686793,2.3478923846577953,0.18612679238364832
68,4.687854769526572,0.9318883654506489,1.4286301044643908,2.3273362958806563,0.17335732391095723
69,4.688537868781426,0.9279430988489062,1.4393898116974815,2.321204956593006,0.1749559258419051
70,4.657613003807983,0.9202123685129757,1.429642815885694,2.307757814516728,0.17163158682589677
71,4.634764907420843,0.9062701175505968,1.4458093071493252,2.282685484307102,0.16463690065405984
72,4.633522417055613,0.9060309648603156,1.4539740996762014,2.273517355657946,0.16547517396364433
73,4.621574887271406,0.9046712485121108,1.4500231004056185,2.2668805443186093,0.15977096334071844
74,4.597855311283643,0.8918096499107052,1.452526186583103,2.2535194777834717,0.15531605443784305
75,4.593263471859327,0.8874923219566402,1.4582562459775175,2.2475149066730595,0.1515974045584168
76,4.595305073743817,0.8860738225158366,1.482076133477098,2.2271551221743158,0.14510270425522032
77,4.577003986402966,0.8753114986321379,1.4809377569666151,2.2207547312733653,0.14399141511765365
78,4.547985889922375,0.8717850117401026,1.4714975030436508,2.2047033679002763,0.14250221230564064
79,4.5505523132956185,0.8669031214142131,1.4943664861965862,2.1892826996821872,0.13511085722349706
80,4.561019288010146,0.8593465685844421,1.5107785280363848,2.190894191232936,0.13161483972655913
81,4.500724364792568,0.843117143729816,1.4890110022660674,2.16859621667433,0.12937402145673885
82,4.516365345807626,0.8406902613310978,1.5049136279002837,2.1707614539623976,0.12495685224688362
83,4.489012639740596,0.8439035599512317,1.4955861264172343,2.1495229502667907,0.12620184751561908
84,4.481646268621556,0.8355435695739343,1.5023115695952654,2.1437911310832183,0.11871603347090208
85,4.468553678027872,0.8302995038443598,1.5062313358644317,2.1320228355041686,0.11776803204712263
86,4.442843874176403,0.8167463616095204,1.5049597979083411,2.1211377200873,0.11661242266399213
87,4.4304520272422225,0.8171415538757458,1.5047054270218159,2.1086050449818865,0.11253151064948073
88,4.410395498933463,0.8114250922265618,1.5061506204519315,2.0928197890922227,0.10919109945121079
89,4.401828661136541,0.8100878725210945,1.4970263688639365,2.094714416556809,0.10644503916904184
90,4.373930678017315,0.7983843729101021,1.498830263895252,2.076716039938548,0.10480344013216371
91,4.38547860896927,0.8048831678848752,1.5078208303523026,2.0727746135470033,0.10223180721472037
92,4.364121866190451,0.7898031447914944,1.5088335747036083,2.0654851468964135,0.09741539347130033
93,4.341642932555843,0.785999065619716,1.4984349512356867,2.057208914628093,0.09904826495508808
94,4.332687238167072,0.780051071917278,1.5033250945708205,2.0493110673002217,0.09378427804304242
95,4.325648625393858,0.7861601605542239,1.494614048988029,2.0448744139749966,0.09326514339345371
96,4.312981788901196,0.782540197449288,1.4873990206525423,2.043042576563233,0.09023500339360559
97,4.284149713065849,0.7774688071798885,1.4849307768080366,2.021750125749179,0.08719492498614212
98,4.275215788044851,0.7733968169926881,1.4866236283414547,2.0151953491671333,0.08549855693532823
99,4.250823052033134,0.7647405074186053,1.481071103905988,2.0050114405744974,0.08414823385835185
